date,concept,Relative Demand
2020-04-01,AI research & methodology,0.5582556014005754
2020-05-01,AI research & methodology,0.5569070105835302
2020-06-01,AI research & methodology,0.5592444253892398
2020-07-01,AI research & methodology,0.5591474190659704
2020-08-01,AI research & methodology,0.5592208749895236
2020-09-01,AI research & methodology,0.5582622989411666
2020-10-01,AI research & methodology,0.5587226569480558
2020-11-01,AI research & methodology,0.561638946470353
2020-12-01,AI research & methodology,0.5624275516600394
2021-01-01,AI research & methodology,0.5747561455226684
2021-02-01,AI research & methodology,0.565251343881117
2021-03-01,AI research & methodology,0.5604208615255682
2021-04-01,AI research & methodology,0.5579993252146438
2021-05-01,AI research & methodology,0.5565433628154092
2021-06-01,AI research & methodology,0.5527552570763963
2021-07-01,AI research & methodology,0.5517761976103879
2021-08-01,AI research & methodology,0.5481874941346662
2021-09-01,AI research & methodology,0.5477521775266383
2021-10-01,AI research & methodology,0.5539941050134218
2021-11-01,AI research & methodology,0.5589408287950918
2021-12-01,AI research & methodology,0.557712403843236
2022-01-01,AI research & methodology,0.5536482742984103
2022-02-01,AI research & methodology,0.5509507191570139
2022-03-01,AI research & methodology,0.5525082043385979
2022-04-01,AI research & methodology,0.5500704670493428
2022-05-01,AI research & methodology,0.5458251244911764
2022-06-01,AI research & methodology,0.5441515485329946
2022-07-01,AI research & methodology,0.5421722108298356
2017-12-01,AI data management,0.5537720616545496
2018-01-01,AI data management,0.5497986110909412
2018-02-01,AI data management,0.5560178505391519
2018-03-01,AI data management,0.5565159984202954
2018-04-01,AI data management,0.552462293088463
2018-05-01,AI data management,0.5479560885677609
2018-06-01,AI data management,0.5478171300449712
2018-07-01,AI data management,0.5467648937612178
2018-08-01,AI data management,0.5475008770058281
2018-09-01,AI data management,0.5507386392307035
2018-10-01,AI data management,0.5542183305103453
2018-11-01,AI data management,0.5542676840586158
2018-12-01,AI data management,0.5543404856283466
2019-01-01,AI data management,0.5561573382634188
2019-02-01,AI data management,0.5591044850920754
2019-03-01,AI data management,0.5600053987756192
2019-04-01,AI data management,0.5629893790677759
2019-05-01,AI data management,0.5663156433456688
2019-06-01,AI data management,0.5704870461886212
2019-07-01,AI data management,0.5733873860740162
2019-08-01,AI data management,0.5739672353610159
2019-09-01,AI data management,0.576456900603106
2019-10-01,AI data management,0.5759333910403511
2019-11-01,AI data management,0.5799926681530241
2019-12-01,AI data management,0.581715248916643
2020-01-01,AI data management,0.5808555148777801
2020-02-01,AI data management,0.5830509295520508
2020-03-01,AI data management,0.5830087036536871
2020-04-01,AI data management,0.5803462793898234
2020-05-01,AI data management,0.5794582704794178
2020-06-01,AI data management,0.5810903460471311
2020-07-01,AI data management,0.5814729266931585
2020-08-01,AI data management,0.5839843578960393
2020-09-01,AI data management,0.583345948778103
2020-10-01,AI data management,0.5861412987612056
2020-11-01,AI data management,0.5914745922525955
2020-12-01,AI data management,0.5928580509132182
2021-01-01,AI data management,0.602345014273501
2021-02-01,AI data management,0.5941770759861704
2021-03-01,AI data management,0.5888693580602248
2021-04-01,AI data management,0.5863048229132242
2021-05-01,AI data management,0.5860749178962953
2021-06-01,AI data management,0.5842711420622152
2021-07-01,AI data management,0.5820218209083331
2021-08-01,AI data management,0.5778734462887428
2021-09-01,AI data management,0.5749153246207188
2021-10-01,AI data management,0.5800476682325469
2021-11-01,AI data management,0.5830727459169543
2021-12-01,AI data management,0.5824938721658858
2022-01-01,AI data management,0.5788932570700301
2022-02-01,AI data management,0.575051506871106
2022-03-01,AI data management,0.5773211904837324
2022-04-01,AI data management,0.5748684002158271
2022-05-01,AI data management,0.5722647503415579
2022-06-01,AI data management,0.5698663316426159
2022-07-01,AI data management,0.5690289183735756
2017-12-01,AI web development,0.9090850881954938
2018-01-01,AI web development,0.903184704532536
2018-02-01,AI web development,0.9142963552574233
2018-03-01,AI web development,0.9140354585453806
2018-04-01,AI web development,0.9085134801494879
2018-05-01,AI web development,0.9014680373878003
2018-06-01,AI web development,0.9018717414043946
2018-07-01,AI web development,0.9029139559778993
2018-08-01,AI web development,0.9066409098668311
2018-09-01,AI web development,0.9137750712325857
2018-10-01,AI web development,0.9168982739604598
2018-11-01,AI web development,0.9163175038265083
2018-12-01,AI web development,0.9178497988007825
2019-01-01,AI web development,0.9197716184368488
2019-02-01,AI web development,0.9243448126303705
2019-03-01,AI web development,0.926486726139935
2019-04-01,AI web development,0.930717094639576
2019-05-01,AI web development,0.9355270497273296
2019-06-01,AI web development,0.9425469907613256
2019-07-01,AI web development,0.9468507747210648
2019-08-01,AI web development,0.9475183855959664
2019-09-01,AI web development,0.9496330953470289
2019-10-01,AI web development,0.9466765078801102
2019-11-01,AI web development,0.9504497585440311
2019-12-01,AI web development,0.9544337361410016
2020-01-01,AI web development,0.9563322896998023
2020-02-01,AI web development,0.9607200428200153
2020-03-01,AI web development,0.9598788237614614
2020-04-01,AI web development,0.95602021314079
2020-05-01,AI web development,0.9541834530089044
2020-06-01,AI web development,0.9593814018471374
2020-07-01,AI web development,0.9615109032644058
2020-08-01,AI web development,0.9686046194203345
2020-09-01,AI web development,0.9701173940115044
2020-10-01,AI web development,0.9755310569135721
2020-11-01,AI web development,0.9838374989052272
2020-12-01,AI web development,0.9865159277644103
2021-01-01,AI web development,1
2021-02-01,AI web development,0.9874415504757482
2021-03-01,AI web development,0.9820690982331649
2021-04-01,AI web development,0.9797754704905957
2021-05-01,AI web development,0.9790332400960007
2021-06-01,AI web development,0.9728291149244899
2021-07-01,AI web development,0.969452544423272
2021-08-01,AI web development,0.9620533403123779
2021-09-01,AI web development,0.9594221572215094
2021-10-01,AI web development,0.9664019011480248
2021-11-01,AI web development,0.9698690522333565
2021-12-01,AI web development,0.967781713472208
2022-01-01,AI web development,0.9610440991495678
2022-02-01,AI web development,0.9534023128655669
2022-03-01,AI web development,0.9541336118863979
2022-04-01,AI web development,0.9477813862368195
2022-05-01,AI web development,0.939668600935082
2022-06-01,AI web development,0.9332476980975694
2022-07-01,AI web development,0.9305364974891572
